x,y,label
0.4256638,-10.456822,sharc
55.280872,83.939095,sharc
55.053226,-6.4990935,sharc
23.266762,-41.91934,sharc
22.160955,-51.057365,sharc
-29.993721,-46.542984,sharc
-42.34416,58.170177,sharc
55.169434,49.736362,sharc
64.15301,-53.53533,sharc
1.9710392,8.705944,sharc
38.251358,-22.279295,sharc
42.425747,-34.15154,sharc
6.8306274,44.446312,sharc
-3.6112392,0.5474098,sharc
-81.91495,-38.22899,sharc
27.19829,-27.658638,sharc
-22.987143,-61.965305,sharc
-26.10099,-57.337708,sharc
29.600368,20.086733,sharc
35.264763,-29.448854,sharc
-27.237038,-17.907984,sharc
-65.2297,25.758965,sharc
-72.70766,32.30091,sharc
-55.34293,19.077646,sharc
-5.212911,41.405373,sharc
-85.90991,-28.703693,sharc
-55.53077,-66.13828,sharc
-91.93534,-27.033321,sharc
49.19912,13.378513,sharc
-12.371787,37.522617,sharc
-21.94989,-78.30278,sharc
-41.46171,-32.154972,sharc
5.5222955,-85.73842,sharc
6.7331014,64.45652,sharc
4.306572,-3.9579647,sharc
44.73187,33.922848,sharc
11.475017,69.14605,sharc
-3.2734451,84.466545,sharc
-38.972347,-73.51862,sharc
24.843672,74.64977,sharc
-42.546974,-9.3826885,sharc
-21.71744,-88.88179,sharc
3.3308406,-94.59238,sharc
-62.59256,-60.30796,sharc
-78.1667,-7.489402,sharc
66.69036,21.581522,sharc
-7.6130877,46.48467,sharc
-41.264744,34.768265,sharc
-64.12543,-60.71358,sharc
54.235954,47.282875,sharc
-63.97242,-41.960064,sharc
-0.1422232,-9.891314,sharc
-64.187515,66.66822,sharc
-17.13102,-12.783609,sharc
-46.85801,-60.451916,sharc
1.5899205,-2.2876241,sharc
44.63894,-12.470696,sharc
36.352047,-27.438156,sharc
-73.69982,-14.694356,sharc
-73.32671,-42.97561,sharc
-51.991737,-47.577568,sharc
-56.776615,-46.27838,sharc
-45.50668,19.657505,sharc
-51.057076,50.23663,sharc
-77.745995,-29.363298,sharc
5.827114,-77.92735,sharc
-76.990234,25.06781,sharc
38.33915,41.997288,sharc
-8.35072,92.83463,sharc
1.2874522,98.45441,sharc
12.399339,11.705414,sharc
62.01965,-52.32575,sharc
-66.59857,47.889133,sharc
-42.83273,-48.447975,sharc
-39.90122,-84.72856,sharc
-51.633305,-7.912483,sharc
-2.4518924,-46.305187,sharc
-73.32671,-42.97561,sharc
-19.51938,16.41043,sharc
15.905809,45.195114,sharc
90.18209,10.965147,sharc
-44.650608,75.86192,sharc
76.0605,-26.275814,sharc
81.4521,-36.13144,sharc
-43.06332,20.457886,sharc
-50.30043,50.754997,sharc
20.130676,33.386906,sharc
-27.240639,-14.875214,sharc
83.485214,64.02456,sharc
-9.745953,-44.063087,sharc
46.68615,-67.84227,sharc
68.31455,-27.677675,sharc
49.753986,87.37577,sharc
74.325775,-56.03425,sharc
-86.57091,-57.27302,sharc
60.89413,26.718756,sharc
61.8085,13.223623,sharc
-16.710709,-67.2337,sharc
31.867374,-13.958156,sharc
-3.2353556,52.9972,sharc
30.714684,-49.711346,sharc
-21.053627,32.916164,sharc
73.616196,-16.20552,sharc
5.510663,47.120846,sharc
29.416695,48.622726,sharc
-62.74101,-59.033066,sharc
41.458145,-28.187782,sharc
41.123302,-49.231785,sharc
-40.030273,38.57087,sharc
-63.305782,-23.210005,sharc
50.484673,-29.568676,sharc
94.04122,-26.41453,sharc
-27.519201,10.988864,sharc
68.25818,44.85834,sharc
9.23477,-26.190187,sharc
11.807855,33.866226,sharc
-31.71149,-38.535564,sharc
66.578926,-36.652664,sharc
17.106508,15.852365,sharc
-5.377881,-15.714631,sharc
44.63894,-12.470696,sharc
15.905809,45.195114,sharc
13.253972,46.183094,sharc
-30.730436,-7.0149536,sharc
-30.306894,-3.8187447,sharc
49.832733,85.1766,sharc
36.38994,-27.374296,sharc
1.1363153,15.176224,sharc
68.87416,-34.41879,sharc
5.481326,-25.767666,sharc
5.147832,-58.990936,sharc
-4.73879,16.122131,sharc
-64.85329,-12.266259,sharc
56.456398,-26.06575,sharc
46.51305,42.46479,sharc
65.55132,-16.053495,sharc
16.737549,23.726624,sharc
53.77194,18.857664,sharc
80.39101,28.051937,sharc
20.97504,-40.420933,sharc
35.001225,-66.88058,sharc
81.44049,41.14627,sharc
10.395195,-40.072403,sharc
10.472841,3.498173,sharc
102.951904,10.240673,sharc
-22.38126,-38.05252,sharc
-12.981901,-69.4324,sharc
-33.986885,9.590337,sharc
13.543452,-64.91753,sharc
39.0361,13.801406,sharc
-31.803427,40.764935,sharc
60.13757,-39.335056,sharc
-44.046463,-41.70986,sharc
46.10074,32.26666,sharc
11.054292,72.33525,sharc
-3.4156308,82.34766,sharc
-38.500763,-72.25425,sharc
24.838331,74.64797,sharc
-42.546974,-9.3826885,sharc
6.7331014,64.45652,sharc
-33.339397,-17.769094,sharc
10.125751,-85.21887,sharc
-53.097164,-58.14885,sharc
-24.828962,-7.6521735,sharc
70.88173,12.61779,sharc
71.253334,15.589283,sharc
-47.244198,-6.407374,sharc
