x,y,label
11.822193,18.993748,clariq
-23.669357,-52.65397,clariq
-36.9488,39.47395,clariq
54.219296,0.43931064,clariq
-51.05893,-13.86907,clariq
-16.441416,0.47494054,clariq
-4.534325,-19.35743,clariq
-12.785662,-77.285904,clariq
-2.8115034,28.49465,clariq
-41.9109,0.89067316,clariq
59.231964,50.86725,clariq
18.410553,18.222086,clariq
17.27994,17.528273,clariq
-22.549423,-71.49002,clariq
-17.61933,7.1537843,clariq
0.8104999,3.6324334,clariq
-11.209929,-30.987553,clariq
-34.578056,55.090008,clariq
-22.51345,26.435513,clariq
-10.047685,10.746986,clariq
27.876484,-48.91399,clariq
-3.9440663,63.44277,clariq
33.434437,-25.453154,clariq
14.514691,1.48374,clariq
-1.279251,-38.52086,clariq
-6.372196,-31.069258,clariq
58.634872,4.578181,clariq
-19.718601,-56.910957,clariq
-37.88428,-54.0533,clariq
-22.30683,25.968597,clariq
47.023335,3.8334744,clariq
32.802444,56.76992,clariq
-35.03327,-74.74556,clariq
23.079098,-32.7633,clariq
14.473465,-63.052757,clariq
33.116146,56.79563,clariq
-49.88964,-25.849392,clariq
-7.3869395,44.527473,clariq
-36.67893,-55.314472,clariq
-13.809134,-1.4000304,clariq
-28.819403,-63.17359,clariq
25.171955,71.41654,clariq
44.299988,-28.61059,clariq
26.18465,-53.771782,clariq
-27.53681,-45.075798,clariq
-37.32452,12.194777,clariq
31.887358,30.817799,clariq
-24.58656,30.667412,clariq
-12.974436,-19.197468,clariq
-32.504807,30.587461,clariq
-22.32085,25.621351,clariq
6.2407846,-46.638405,clariq
21.574276,49.861774,clariq
-10.889311,-74.67025,clariq
-28.550007,-63.301136,clariq
-22.869944,-80.013374,clariq
-18.212986,-16.06078,clariq
-36.229553,-9.398519,clariq
-17.385834,-11.232642,clariq
20.7319,-9.2884245,clariq
-49.719936,1.824403,clariq
-25.276443,-77.948875,clariq
-21.456892,-58.591747,clariq
-54.339043,-6.6523933,clariq
11.681239,-42.424862,clariq
-30.945818,-7.4348106,clariq
60.0446,28.4192,clariq
32.353416,-0.11375668,clariq
-0.9097263,-38.96908,clariq
7.9260893,-72.436035,clariq
31.139204,70.08657,clariq
-33.3551,-52.47456,clariq
-14.982865,-57.0569,clariq
41.996105,-42.155422,clariq
-28.71292,13.758186,clariq
-54.726685,-14.354273,clariq
42.553635,21.17054,clariq
-54.816463,-14.304852,clariq
-1.7309577,11.0161495,clariq
-8.067359,58.568844,clariq
4.0120416,-79.70656,clariq
12.647327,36.212883,clariq
-8.2061825,58.44686,clariq
-31.37489,3.169083,clariq
3.7411597,-32.162045,clariq
-6.907357,26.599745,clariq
-9.108712,56.753384,clariq
12.681311,50.075718,clariq
-8.733664,32.654182,clariq
-15.322547,-57.261543,clariq
3.3988562,-31.036148,clariq
33.855732,-31.259659,clariq
-45.916267,-18.007736,clariq
33.644093,-29.583418,clariq
-46.452663,-38.15027,clariq
-56.143383,-11.705323,clariq
11.476338,-45.53229,clariq
-41.85125,-31.042227,clariq
-6.711084,58.27898,clariq
6.466579,29.09829,clariq
-1.5189574,16.070324,clariq
-29.374243,10.537109,clariq
40.669746,33.37815,clariq
14.017458,35.69927,clariq
58.064194,38.390007,clariq
17.563889,54.223175,clariq
-51.122715,15.428943,clariq
-31.170311,30.930286,clariq
63.07013,18.775375,clariq
12.700274,-45.22931,clariq
-43.903416,36.430027,clariq
-31.110962,-45.266647,clariq
-36.65954,-5.1901255,clariq
-11.197325,20.989662,clariq
11.4869795,-22.956377,clariq
41.979916,21.829454,clariq
41.12215,39.296673,clariq
23.738611,-62.02763,clariq
45.98971,-2.4279118,clariq
28.818495,42.94973,clariq
39.253944,-14.377944,clariq
-18.585953,-16.906004,clariq
3.9907744,-2.2974226,clariq
-56.26241,-11.701267,clariq
25.486355,14.920256,clariq
53.604424,9.891198,clariq
-55.689877,-11.481639,clariq
12.557388,28.39872,clariq
27.900686,42.608246,clariq
28.125727,42.679512,clariq
18.084179,-34.863014,clariq
-57.33677,-12.302617,clariq
-57.301544,-12.288317,clariq
-14.586446,-49.2271,clariq
-15.317887,-36.64706,clariq
6.7859454,17.117218,clariq
-10.250281,27.66405,clariq
18.921108,28.453733,clariq
-41.78601,42.768257,clariq
-19.172789,-75.07278,clariq
-14.907763,11.151444,clariq
-11.402629,-52.20082,clariq
