x,y,label
-63.35504,10.171689,tavakolicq
-27.386307,23.958788,tavakolicq
-61.93614,1.339486,tavakolicq
-5.944759,37.61179,tavakolicq
11.826615,50.15133,tavakolicq
23.98272,41.183456,tavakolicq
-10.226677,26.150045,tavakolicq
-48.654358,58.57,tavakolicq
-43.630016,39.00549,tavakolicq
-24.74581,46.839718,tavakolicq
-35.675095,-47.342613,tavakolicq
23.816475,-8.371821,tavakolicq
-18.643524,27.455652,tavakolicq
-9.771247,22.841156,tavakolicq
16.590622,55.003017,tavakolicq
-13.5812645,-43.01459,tavakolicq
-52.046658,10.945558,tavakolicq
-80.3397,23.103739,tavakolicq
-14.240648,46.09543,tavakolicq
-28.235474,-2.5861528,tavakolicq
-38.575798,60.813393,tavakolicq
-57.12095,-2.171952,tavakolicq
-32.283722,32.425503,tavakolicq
-7.769591,-49.773304,tavakolicq
36.842422,51.003998,tavakolicq
-76.71711,1.0797147,tavakolicq
-25.412237,16.994413,tavakolicq
-43.629044,-35.79749,tavakolicq
-59.682854,11.063704,tavakolicq
-48.792397,10.781448,tavakolicq
-1.6481258,9.040244,tavakolicq
34.981163,52.9246,tavakolicq
21.5088,59.721992,tavakolicq
-14.447139,-40.60885,tavakolicq
7.413992,-17.797237,tavakolicq
-13.303911,46.021873,tavakolicq
-34.806892,0.994502,tavakolicq
-49.794724,33.464695,tavakolicq
-52.110516,17.804186,tavakolicq
-52.080574,17.70004,tavakolicq
-49.756805,56.754623,tavakolicq
-0.89226127,11.778053,tavakolicq
2.3100312,19.997194,tavakolicq
29.261137,-27.832888,tavakolicq
0.58183134,29.101345,tavakolicq
6.381044,56.704132,tavakolicq
-32.499294,39.09226,tavakolicq
21.990377,56.042637,tavakolicq
9.388098,23.862997,tavakolicq
-27.432957,6.6541657,tavakolicq
-50.041683,63.2875,tavakolicq
-50.04177,63.304276,tavakolicq
-46.955658,52.401146,tavakolicq
-51.774345,44.073776,tavakolicq
-24.06101,15.70963,tavakolicq
-41.225792,48.63725,tavakolicq
-15.264097,57.83586,tavakolicq
-20.266603,-46.706356,tavakolicq
-9.781743,-42.839436,tavakolicq
-33.70949,11.025423,tavakolicq
-69.1134,4.00597,tavakolicq
-4.1495686,49.79673,tavakolicq
19.334234,-61.134735,tavakolicq
-22.07486,18.750462,tavakolicq
-19.149897,57.18817,tavakolicq
-34.764812,38.78823,tavakolicq
-23.696163,26.463636,tavakolicq
-63.730072,-26.446306,tavakolicq
-11.442856,-0.8178946,tavakolicq
-61.112373,-2.149525,tavakolicq
8.161031,48.32144,tavakolicq
-61.032543,7.649416,tavakolicq
5.3148823,14.905647,tavakolicq
31.734379,32.36636,tavakolicq
-67.69176,-12.957902,tavakolicq
-66.6214,-12.021664,tavakolicq
-36.45875,-40.153656,tavakolicq
2.0267553,54.14395,tavakolicq
-44.840546,12.527664,tavakolicq
0.48143494,34.82137,tavakolicq
-3.9284132,69.05697,tavakolicq
-61.235004,0.052439276,tavakolicq
-41.093555,42.73738,tavakolicq
-11.202842,-3.5438848,tavakolicq
-62.02845,-27.530685,tavakolicq
-14.594001,11.07263,tavakolicq
-65.64325,-16.152157,tavakolicq
-15.694461,53.611378,tavakolicq
-42.33045,2.7152867,tavakolicq
-67.01998,4.6058397,tavakolicq
-20.619379,22.144327,tavakolicq
-75.37184,1.9861058,tavakolicq
11.211027,63.48477,tavakolicq
20.14139,-50.34265,tavakolicq
-36.359253,57.959133,tavakolicq
-15.679841,20.047966,tavakolicq
-35.257828,-13.838899,tavakolicq
-45.655113,11.416301,tavakolicq
-78.20369,3.5494113,tavakolicq
55.175915,16.961687,tavakolicq
-60.25038,7.4028034,tavakolicq
-8.7475195,11.798818,tavakolicq
9.767745,10.01877,tavakolicq
-0.9119504,51.18459,tavakolicq
-39.750874,-8.171292,tavakolicq
-6.1481185,-34.107944,tavakolicq
-38.337177,14.25231,tavakolicq
-60.744717,9.579145,tavakolicq
-36.585896,0.6696722,tavakolicq
-45.09056,56.603493,tavakolicq
8.265599,23.967793,tavakolicq
44.63824,9.052872,tavakolicq
-19.987722,-16.855637,tavakolicq
-24.289833,47.996788,tavakolicq
-26.786882,63.8489,tavakolicq
-52.585785,-19.677502,tavakolicq
-18.863907,41.50882,tavakolicq
8.615274,23.03144,tavakolicq
-0.45346943,0.7813685,tavakolicq
-57.497345,9.313852,tavakolicq
21.30128,35.317036,tavakolicq
-23.19326,26.22451,tavakolicq
-26.389269,17.2837,tavakolicq
-33.14682,22.287613,tavakolicq
-22.383688,22.753988,tavakolicq
-3.3998606,29.015066,tavakolicq
-74.85662,4.116318,tavakolicq
-27.557802,-56.4034,tavakolicq
-4.7353926,-7.23884,tavakolicq
-9.515037,-44.988007,tavakolicq
-13.909391,-5.0968075,tavakolicq
5.2893014,19.30599,tavakolicq
-17.818504,21.049732,tavakolicq
-23.296822,23.187471,tavakolicq
-70.65652,-4.127155,tavakolicq
-25.011784,-38.631783,tavakolicq
5.3152437,19.416582,tavakolicq
-50.91556,-14.349185,tavakolicq
-13.21948,20.435257,tavakolicq
-72.14129,19.002544,tavakolicq
-38.67589,9.893422,tavakolicq
-70.40284,6.202591,tavakolicq
-48.676796,12.234147,tavakolicq
-47.008846,29.328934,tavakolicq
-26.033522,-25.036282,tavakolicq
15.735611,53.096695,tavakolicq
-70.49875,-2.6184745,tavakolicq
-14.651369,51.14647,tavakolicq
-18.592579,49.20065,tavakolicq
1.1011555,21.205814,tavakolicq
-30.935747,-0.34904698,tavakolicq
14.172732,26.167635,tavakolicq
-11.459086,40.52745,tavakolicq
-41.169373,-12.685342,tavakolicq
-66.80985,-12.3529825,tavakolicq
-44.01002,-5.443694,tavakolicq
-41.36758,4.9349937,tavakolicq
-31.743866,19.404163,tavakolicq
-42.99312,-18.66398,tavakolicq
0.16862679,14.913902,tavakolicq
-23.582535,43.208744,tavakolicq
-10.561218,34.540516,tavakolicq
-45.575253,-16.525404,tavakolicq
-40.37768,12.002241,tavakolicq
-17.379902,42.69686,tavakolicq
-48.243855,9.516158,tavakolicq
-17.844227,63.83855,tavakolicq
10.598547,60.532616,tavakolicq
-35.280296,64.0807,tavakolicq
-12.795461,25.07833,tavakolicq
-1.9852309,-16.974098,tavakolicq
8.245081,-26.474882,tavakolicq
-77.850075,8.812538,tavakolicq
-2.6120176,1.925274,tavakolicq
-26.888771,16.567831,tavakolicq
-20.239283,0.27567133,tavakolicq
-27.284855,-13.009412,tavakolicq
-60.14538,31.933065,tavakolicq
14.471219,3.5251882,tavakolicq
-12.91074,-45.349506,tavakolicq
-58.527374,49.26211,tavakolicq
-17.657684,19.82984,tavakolicq
-55.15102,7.7393866,tavakolicq
-39.10548,-2.3347962,tavakolicq
-46.153885,-12.362891,tavakolicq
-32.214844,36.36804,tavakolicq
-33.66436,-44.652264,tavakolicq
-78.6642,5.10624,tavakolicq
-13.57966,52.050106,tavakolicq
-12.923101,52.568985,tavakolicq
-69.97384,6.315363,tavakolicq
-54.966785,13.976335,tavakolicq
29.746208,15.20031,tavakolicq
-3.0521903,-8.644466,tavakolicq
-2.9700558,-8.917738,tavakolicq
-35.369045,41.313747,tavakolicq
-0.83484375,-9.860776,tavakolicq
22.97597,50.351387,tavakolicq
-36.08217,-41.760464,tavakolicq
-39.917015,16.208616,tavakolicq
-32.315933,28.974283,tavakolicq
18.901386,19.788025,tavakolicq
-55.074387,-22.95319,tavakolicq
-64.56998,-12.490472,tavakolicq
-27.755869,39.45724,tavakolicq
3.1304042,22.535261,tavakolicq
-71.59315,12.714083,tavakolicq
-51.11197,9.410852,tavakolicq
-37.60258,20.304369,tavakolicq
2.4806554,30.627146,tavakolicq
-64.15419,30.137749,tavakolicq
-54.749958,-4.62428,tavakolicq
-25.46158,-25.39928,tavakolicq
-49.85442,16.17167,tavakolicq
11.503749,18.061228,tavakolicq
-48.614113,37.250866,tavakolicq
30.067421,20.648087,tavakolicq
-62.052856,-10.915445,tavakolicq
-27.986216,2.821594,tavakolicq
-29.270674,45.199383,tavakolicq
-17.879112,-20.846655,tavakolicq
-11.427832,-44.921684,tavakolicq
-62.469795,19.948868,tavakolicq
-56.421417,19.717169,tavakolicq
-59.854435,14.063367,tavakolicq
-53.825123,29.618832,tavakolicq
-23.186298,11.857023,tavakolicq
-52.63975,-16.745642,tavakolicq
-44.783672,3.2212033,tavakolicq
-32.061546,32.083916,tavakolicq
17.70808,62.515247,tavakolicq
-19.818369,-25.288347,tavakolicq
-13.105034,-14.646145,tavakolicq
-35.615395,8.300381,tavakolicq
-55.193447,-0.48312083,tavakolicq
9.593497,44.524616,tavakolicq
-58.883785,-29.984896,tavakolicq
30.281311,-30.964998,tavakolicq
-15.248781,55.516193,tavakolicq
25.998184,53.139294,tavakolicq
14.770701,49.678104,tavakolicq
-3.0995498,2.0907135,tavakolicq
-36.43332,8.310829,tavakolicq
-11.802614,-9.6513,tavakolicq
-9.451873,-46.391712,tavakolicq
-15.748889,20.323774,tavakolicq
-10.378348,4.2135625,tavakolicq
-54.98781,6.816244,tavakolicq
-49.397625,-27.320288,tavakolicq
-76.583565,1.1478213,tavakolicq
-7.725265,-46.075527,tavakolicq
-54.29632,4.318143,tavakolicq
-34.126945,-8.675741,tavakolicq
9.407422,1.6103106,tavakolicq
