x,y,label
-64.355675,-6.4522266,clariqfw
7.784779,9.183025,clariqfw
-55.03977,-10.373202,clariqfw
10.837006,27.79605,clariqfw
35.356335,45.91587,clariqfw
7.500615,59.600018,clariqfw
9.199652,63.294754,clariqfw
7.5512075,59.700825,clariqfw
7.5183506,14.755177,clariqfw
7.644402,14.357899,clariqfw
25.248396,-2.4227512,clariqfw
-2.956878,52.51062,clariqfw
-13.318354,-17.481855,clariqfw
11.657336,10.723585,clariqfw
11.593874,11.591071,clariqfw
-40.770992,-9.407934,clariqfw
-41.16829,-10.021062,clariqfw
-0.06985022,-60.91836,clariqfw
-45.247684,-1.0763298,clariqfw
28.785913,-40.517693,clariqfw
22.216557,8.844461,clariqfw
9.881523,-19.991545,clariqfw
7.0262265,-21.748772,clariqfw
7.0902944,-21.723097,clariqfw
-11.837072,-11.1688385,clariqfw
14.482393,19.220936,clariqfw
12.544383,-50.801308,clariqfw
12.554762,-50.6883,clariqfw
13.192653,-50.641468,clariqfw
-2.897456,13.572899,clariqfw
-4.7017727,16.327368,clariqfw
3.0503035,15.9990835,clariqfw
-41.978573,19.233963,clariqfw
-3.2914953,-15.408083,clariqfw
-35.666855,5.9315643,clariqfw
-11.6866255,46.61782,clariqfw
-12.430187,47.052715,clariqfw
-13.182078,43.34868,clariqfw
22.846577,7.095023,clariqfw
28.369707,-43.649624,clariqfw
35.689716,16.479643,clariqfw
35.526676,16.60091,clariqfw
36.336914,16.002394,clariqfw
36.520824,17.749321,clariqfw
36.49894,17.719574,clariqfw
-4.938219,-3.4845753,clariqfw
26.909637,25.534464,clariqfw
26.699722,27.60843,clariqfw
28.141691,24.067476,clariqfw
28.378075,23.468569,clariqfw
9.674339,5.0012584,clariqfw
37.39501,25.83284,clariqfw
-31.283375,5.477035,clariqfw
-32.21544,5.6680155,clariqfw
-32.540337,4.834921,clariqfw
-32.516582,4.9268136,clariqfw
23.9118,41.48076,clariqfw
23.81801,41.55253,clariqfw
23.002275,42.05783,clariqfw
16.55374,44.612072,clariqfw
33.895683,6.2590785,clariqfw
33.77076,6.2720532,clariqfw
27.419638,3.4683268,clariqfw
27.586086,3.8086977,clariqfw
55.02254,19.671402,clariqfw
54.71237,19.889408,clariqfw
54.577244,19.976192,clariqfw
-50.707253,-0.71717185,clariqfw
-57.44399,-3.4867704,clariqfw
-30.564707,-27.10051,clariqfw
-13.432869,-17.354246,clariqfw
-27.13388,-14.1622925,clariqfw
-27.130207,-13.718554,clariqfw
-28.490763,-11.34338,clariqfw
-25.728703,-14.251523,clariqfw
49.89217,-26.004807,clariqfw
49.24118,-26.450777,clariqfw
-12.800867,-4.253989,clariqfw
-12.593111,-4.771219,clariqfw
-24.35012,-31.3014,clariqfw
26.891273,2.3884704,clariqfw
8.147379,9.827693,clariqfw
4.430294,-45.340897,clariqfw
-13.841566,0.67355347,clariqfw
-18.31813,-13.078,clariqfw
-37.237988,-26.57377,clariqfw
1.0456101,12.648674,clariqfw
0.8915054,13.556311,clariqfw
7.4279895,-38.441746,clariqfw
6.807713,-38.91093,clariqfw
7.516422,-38.889984,clariqfw
7.261767,-39.826664,clariqfw
7.5665183,-38.81561,clariqfw
6.4792104,-39.900352,clariqfw
7.115411,-40.40618,clariqfw
9.327441,-28.359528,clariqfw
12.310863,36.730606,clariqfw
7.4479613,-32.070736,clariqfw
7.8812613,-31.404842,clariqfw
7.679101,-32.071415,clariqfw
7.491226,-28.245716,clariqfw
6.959578,-32.806767,clariqfw
20.420021,-25.43526,clariqfw
12.468317,8.730806,clariqfw
48.960175,12.774372,clariqfw
32.8707,-24.821533,clariqfw
-19.156816,-33.227577,clariqfw
-25.826666,-28.237644,clariqfw
0.7490868,12.561084,clariqfw
-18.454561,7.4042416,clariqfw
17.970469,11.758095,clariqfw
-22.230474,9.873572,clariqfw
10.026144,24.33104,clariqfw
14.260722,-22.848583,clariqfw
5.9399643,-14.549603,clariqfw
34.86026,-43.18893,clariqfw
21.411646,10.328499,clariqfw
-59.062767,-2.856977,clariqfw
-59.327003,-3.351244,clariqfw
3.650263,2.9632185,clariqfw
-7.1638646,-17.058962,clariqfw
-7.7730308,-17.699621,clariqfw
-8.698321,-20.713305,clariqfw
-8.906135,-17.126892,clariqfw
22.461014,-4.8399634,clariqfw
-5.073769,-3.3712907,clariqfw
12.687592,-1.0696257,clariqfw
-7.8034124,35.56265,clariqfw
-6.8352995,34.92018,clariqfw
-6.9275994,34.63931,clariqfw
29.783546,14.345113,clariqfw
-3.6090703,-8.080649,clariqfw
-3.717846,-7.9776006,clariqfw
-3.7287276,-9.0656395,clariqfw
8.453887,53.061493,clariqfw
8.965861,52.94232,clariqfw
38.553284,14.143243,clariqfw
38.320602,14.196722,clariqfw
38.524174,14.527994,clariqfw
38.819855,14.688684,clariqfw
42.399307,-0.37180156,clariqfw
-23.552364,10.0682955,clariqfw
-27.520134,17.027882,clariqfw
-27.356724,17.34325,clariqfw
-31.64545,28.870882,clariqfw
-31.425629,29.259125,clariqfw
-30.043203,29.929932,clariqfw
-30.766743,30.269182,clariqfw
-6.984211,-51.682144,clariqfw
-21.736403,-8.415755,clariqfw
-21.699665,-8.458237,clariqfw
-9.275804,27.48479,clariqfw
-9.116022,27.62609,clariqfw
-9.904311,25.862007,clariqfw
-10.477464,26.916256,clariqfw
14.845137,-29.222006,clariqfw
16.733728,-29.804886,clariqfw
15.660832,-29.272709,clariqfw
26.709373,43.314316,clariqfw
