x,y,label
3.558172,-5.6403317,mimicsduo
-0.98387843,5.4509244,mimicsduo
-0.7141992,4.399083,mimicsduo
-1.0369667,2.6170487,mimicsduo
-0.74104965,3.1082394,mimicsduo
1.1111295,4.817573,mimicsduo
2.4019942,2.3155317,mimicsduo
-1.3820857,5.29817,mimicsduo
0.08127444,2.6077118,mimicsduo
1.7567141,4.174336,mimicsduo
-1.1791348,2.6896803,mimicsduo
0.9125323,4.296777,mimicsduo
1.1963229,2.8129334,mimicsduo
-1.9278535,3.722607,mimicsduo
-2.535679,5.02811,mimicsduo
1.1956468,4.134446,mimicsduo
-0.9195383,1.2073197,mimicsduo
-3.2248752,3.2428007,mimicsduo
2.3914397,5.2322135,mimicsduo
3.0817823,3.5170531,mimicsduo
-2.6592147,1.4344467,mimicsduo
-0.79079545,3.201617,mimicsduo
1.0712355,2.790635,mimicsduo
0.60295534,3.418972,mimicsduo
1.61051,5.4751573,mimicsduo
0.83035815,6.3197637,mimicsduo
-0.082946435,3.9932349,mimicsduo
-1.713691,4.907884,mimicsduo
-1.6598222,1.6898403,mimicsduo
2.4926717,3.7445192,mimicsduo
-1.8109136,1.94578,mimicsduo
2.5740867,3.3515599,mimicsduo
1.5968322,4.1918497,mimicsduo
1.3409473,3.362754,mimicsduo
-0.057655636,4.4882326,mimicsduo
-1.9209133,2.3121104,mimicsduo
1.5748551,2.555282,mimicsduo
-0.8458858,4.256059,mimicsduo
0.18887101,4.416381,mimicsduo
1.4595187,3.3463626,mimicsduo
0.17884973,2.6223586,mimicsduo
0.08013883,4.696002,mimicsduo
1.9498053,2.9034247,mimicsduo
-1.7945821,5.02423,mimicsduo
-1.3630264,1.754848,mimicsduo
-2.2397888,5.3221755,mimicsduo
-0.56364316,5.384952,mimicsduo
-1.5251004,0.59452,mimicsduo
-0.7411162,3.108259,mimicsduo
-2.3746977,4.9990683,mimicsduo
0.4042733,3.8851206,mimicsduo
-1.7518173,1.335089,mimicsduo
0.2965166,3.8006136,mimicsduo
-0.9824423,1.2491242,mimicsduo
-0.14920817,4.0094967,mimicsduo
0.0885485,2.556138,mimicsduo
-0.9808978,2.4238265,mimicsduo
-2.723906,4.015443,mimicsduo
-0.740712,3.0891702,mimicsduo
-1.866308,2.8111787,mimicsduo
2.30645,3.8599653,mimicsduo
0.9946698,5.915134,mimicsduo
-1.6218557,4.447394,mimicsduo
0.61026025,3.420098,mimicsduo
1.9783574,3.2968676,mimicsduo
-1.3300842,2.0615196,mimicsduo
-0.42960134,2.6742032,mimicsduo
1.2420672,4.1938367,mimicsduo
-0.19005738,5.2739015,mimicsduo
-0.65744877,6.392242,mimicsduo
-3.1897388,3.8714287,mimicsduo
-0.36104798,3.8354273,mimicsduo
-1.5467094,6.019079,mimicsduo
0.27463135,3.810029,mimicsduo
-0.6790146,3.579812,mimicsduo
-0.4554785,2.2614765,mimicsduo
2.6118858,3.9797218,mimicsduo
1.8146664,3.668082,mimicsduo
-0.062257126,2.5566556,mimicsduo
0.366871,4.4683356,mimicsduo
2.6033196,3.5340247,mimicsduo
-0.06264679,2.5567842,mimicsduo
-1.3256257,0.48073405,mimicsduo
-1.3191813,3.9501908,mimicsduo
-0.3541389,1.7503009,mimicsduo
0.5596687,3.450051,mimicsduo
1.73638,2.6831996,mimicsduo
-0.045500677,3.9241393,mimicsduo
-1.361139,3.1309266,mimicsduo
2.0752678,3.3151412,mimicsduo
0.6071189,3.05733,mimicsduo
-0.66720366,3.6010125,mimicsduo
-1.8596314,1.9289134,mimicsduo
-0.45020977,4.5735154,mimicsduo
1.8085417,4.1831636,mimicsduo
-0.38104376,2.643611,mimicsduo
0.34534273,3.9167683,mimicsduo
2.627056,2.9841943,mimicsduo
1.153939,3.6166756,mimicsduo
0.56611025,2.1276834,mimicsduo
-3.1945646,3.8543947,mimicsduo
0.060249716,2.6330905,mimicsduo
1.416286,3.1970615,mimicsduo
-0.45458478,2.1985033,mimicsduo
-0.9354469,6.098404,mimicsduo
-1.343255,4.8304524,mimicsduo
0.08615023,6.343015,mimicsduo
2.191588,2.487742,mimicsduo
-0.7211456,3.4749405,mimicsduo
-0.41397545,3.7988977,mimicsduo
-2.3447967,1.3603796,mimicsduo
-1.3574214,1.7856406,mimicsduo
0.60459423,3.4188612,mimicsduo
-0.134689,6.238537,mimicsduo
-0.79174125,2.8405316,mimicsduo
-0.17865126,4.0354595,mimicsduo
-0.687706,2.1265724,mimicsduo
0.6185569,3.4225879,mimicsduo
0.5979918,3.1082575,mimicsduo
1.7125844,5.816852,mimicsduo
-1.7344455,5.899128,mimicsduo
-0.43503663,2.6812303,mimicsduo
-2.5929205,1.363029,mimicsduo
1.7568741,3.7701647,mimicsduo
-0.81135714,3.3789005,mimicsduo
-1.6725336,4.6555805,mimicsduo
-2.4350579,3.910302,mimicsduo
-1.3921589,3.1478245,mimicsduo
-1.3851506,2.9915202,mimicsduo
0.35540175,3.8881483,mimicsduo
-0.399451,4.1309834,mimicsduo
-0.6796286,3.5747428,mimicsduo
-0.9603213,1.6277242,mimicsduo
-0.6679254,3.610104,mimicsduo
1.0926086,3.6805599,mimicsduo
1.3066801,4.6202493,mimicsduo
-1.9582585,4.025668,mimicsduo
-0.673626,3.589662,mimicsduo
-1.1882603,3.9465258,mimicsduo
-0.42813754,1.8891519,mimicsduo
1.7754065,2.705003,mimicsduo
-1.3227904,3.4713187,mimicsduo
1.9015837,4.623976,mimicsduo
2.2046928,-3.4339647,mimicsduo
-1.9507946,5.089776,mimicsduo
0.088916056,2.579793,mimicsduo
2.0633297,2.85351,mimicsduo
-0.027749063,2.0167751,mimicsduo
-0.38736492,2.648404,mimicsduo
-0.21206336,5.67499,mimicsduo
-0.78637207,2.1685865,mimicsduo
-0.793345,5.0525475,mimicsduo
-0.7979994,3.2066262,mimicsduo
-1.0030868,2.3820481,mimicsduo
-0.81353265,4.073145,mimicsduo
-1.3191435,3.936135,mimicsduo
-3.2333019,3.1744819,mimicsduo
-3.1462412,2.5146697,mimicsduo
0.7252076,5.4372983,mimicsduo
-0.3934759,2.6385674,mimicsduo
-1.1093546,4.533828,mimicsduo
-0.67576057,3.5853791,mimicsduo
-0.7995995,3.2224948,mimicsduo
-1.399231,2.9735355,mimicsduo
1.1404414,3.6142483,mimicsduo
-2.6942968,3.629354,mimicsduo
-2.7328634,5.115955,mimicsduo
-0.5902467,6.067557,mimicsduo
-0.5847737,5.580663,mimicsduo
0.36064374,4.968793,mimicsduo
-0.4260591,3.7944162,mimicsduo
-1.7858043,1.3843042,mimicsduo
2.5476415,4.4188375,mimicsduo
0.12451482,5.181408,mimicsduo
-1.0321643,1.6830655,mimicsduo
1.142017,3.6149585,mimicsduo
-2.3729582,2.186219,mimicsduo
-0.014358212,4.311352,mimicsduo
-0.74287903,3.0247066,mimicsduo
-1.9347278,2.8544476,mimicsduo
-2.3818157,4.5696917,mimicsduo
2.6794617,4.93028,mimicsduo
2.585992,2.981862,mimicsduo
-0.57215244,2.1282215,mimicsduo
0.47921205,5.5779376,mimicsduo
0.6062515,3.0586236,mimicsduo
0.58570915,2.2042162,mimicsduo
0.610758,3.419316,mimicsduo
-0.88091975,1.6813804,mimicsduo
-0.50006694,1.833079,mimicsduo
2.041839,3.521421,mimicsduo
-2.815558,2.8891735,mimicsduo
-0.8698638,1.1063339,mimicsduo
-0.7389203,2.9133086,mimicsduo
0.063642256,5.1150303,mimicsduo
-0.41692606,2.6362607,mimicsduo
0.61239207,3.4167433,mimicsduo
0.53739476,4.3401947,mimicsduo
-1.9959515,0.87605375,mimicsduo
0.7627794,3.7271764,mimicsduo
-1.9002976,2.3535323,mimicsduo
0.5099921,2.7356424,mimicsduo
-1.7361821,0.7759676,mimicsduo
-0.44998568,2.5963433,mimicsduo
0.07676004,2.5535712,mimicsduo
