x,y,label
18.48093,1.1595592,mantis
22.14223,1.1603329,mantis
4.7471666,18.68862,mantis
-22.220522,-8.306559,mantis
9.217115,21.697819,mantis
6.618852,13.250379,mantis
-15.965468,1.7573227,mantis
4.4432178,17.380688,mantis
11.061031,-1.5179803,mantis
13.896586,-4.573482,mantis
12.8241005,2.0489948,mantis
17.443686,1.0238241,mantis
5.709003,19.04975,mantis
12.117896,8.171944,mantis
11.682853,0.49877897,mantis
20.74447,15.34985,mantis
10.341662,19.958443,mantis
8.517315,10.9373665,mantis
8.0577965,9.367,mantis
5.886903,-15.595444,mantis
5.1142263,24.781897,mantis
14.284937,15.490301,mantis
8.884546,24.680796,mantis
8.768101,24.465843,mantis
22.33047,17.55096,mantis
4.068895,12.579933,mantis
5.655441,15.839349,mantis
25.622269,-0.21234879,mantis
13.609578,-3.201168,mantis
6.0580993,3.8494134,mantis
20.374056,11.022701,mantis
14.656408,13.420145,mantis
5.5258455,9.93143,mantis
16.988428,12.24998,mantis
-8.497659,15.4627495,mantis
9.225071,16.620672,mantis
-13.435241,17.550465,mantis
2.786768,14.995904,mantis
19.24619,11.5115795,mantis
8.464489,13.450827,mantis
-1.3202606,17.56505,mantis
10.234958,10.676307,mantis
12.236069,2.19989,mantis
-5.5745034,4.91308,mantis
15.132885,14.521216,mantis
15.73036,11.747094,mantis
2.1415799,-1.1655357,mantis
10.131197,5.8233237,mantis
12.752206,18.173382,mantis
7.5854354,17.510899,mantis
-8.8148575,11.702517,mantis
13.181698,11.639162,mantis
21.401712,10.931376,mantis
8.781346,10.203916,mantis
13.162861,14.587481,mantis
24.9468,2.0994883,mantis
17.592993,12.196208,mantis
-13.687508,17.18804,mantis
19.73793,4.1100273,mantis
-2.8726528,20.647758,mantis
14.861525,5.7264166,mantis
14.420267,22.000105,mantis
3.4997182,19.290161,mantis
9.8791,17.706686,mantis
13.209491,7.9097276,mantis
1.2724427,-10.4103,mantis
21.831894,7.338897,mantis
21.746998,7.133032,mantis
12.015888,4.5749745,mantis
-4.7640057,-2.8141432,mantis
14.450084,8.776222,mantis
14.84852,7.604864,mantis
11.152993,13.614039,mantis
15.288543,16.874355,mantis
-3.8003428,12.840109,mantis
-9.6162615,-7.542381,mantis
8.49404,7.6408615,mantis
15.474296,-14.102817,mantis
15.47867,-14.090286,mantis
19.686642,0.91846734,mantis
15.203961,6.2162085,mantis
12.685528,19.672674,mantis
12.749975,12.07522,mantis
16.65749,13.682548,mantis
18.378128,7.6847143,mantis
19.83615,13.193212,mantis
11.504263,9.722824,mantis
12.404227,0.97545356,mantis
-1.3333168,11.111981,mantis
-0.73668605,11.266007,mantis
-7.963114,15.12675,mantis
5.4658504,20.855284,mantis
-6.2850323,12.824709,mantis
25.209005,0.32672384,mantis
8.15325,4.423183,mantis
-7.361575,18.561226,mantis
5.246327,0.96967584,mantis
7.9036593,16.46703,mantis
-2.4780588,6.413411,mantis
-17.510891,-8.598521,mantis
3.4282084,4.918396,mantis
1.1509733,-0.6659498,mantis
2.3511596,15.655483,mantis
14.288707,-5.3121743,mantis
17.752422,17.766865,mantis
-17.067652,-5.9107623,mantis
-5.1412687,7.2404084,mantis
0.99874836,4.441064,mantis
-14.572881,-7.6026874,mantis
-14.643168,-8.638395,mantis
5.485589,4.136956,mantis
-10.7227335,-6.885354,mantis
-13.838206,-9.289913,mantis
-4.2001324,7.664344,mantis
-4.3508277,20.505136,mantis
13.655224,22.425138,mantis
-17.583248,-9.60204,mantis
0.955804,1.3819212,mantis
18.114504,-5.6793094,mantis
6.308987,6.9152627,mantis
5.9499664,6.838234,mantis
